Unnamed: 0,Crop,N,P,K,pH,rainfall,temperature,Season,Crop_Family
29650,barley,70,40,45,5.42,19.38,22.766,Rabi,Poaceae
7251,sweetpotato,90,20,120,5.02,2817.86,27.90909091,Rabi,Convolvulaceae
38390,tomato,100,40,90,6.16,942.8,28.99454545,Zaid,Solanaceae
85197,rapeseed,50,40,20,5.08,169.82,14.6,Rabi,Brassicaceae
91891,jowar,80,40,40,5.46,579.75,34.01,Kharif,Poaceae
53088,coriander,10,20,20,6.6,1426.3,26.73636364,Rabi,Apiaceae
57497,maize,80,40,20,5.58,1151.02,28.03333333,Kharif,Poaceae
4337,barley,70,40,45,5.66,75.32,22.676,Rabi,Poaceae
26577,jowar,80,40,40,5.58,331.88,35.34666667,Kharif,Poaceae
71398,wheat,60,30,30,6.12,87.2,23.106,Rabi,Poaceae
79327,maize,80,40,20,5.46,840.46,33.58333333,Kharif,Poaceae
88057,ragi,50,40,20,5.32,1246.715,22.6,Kharif,Poaceae
51499,ragi,50,40,20,5.52,1246.715,22.6,Kharif,Poaceae
26355,jowar,80,40,40,5.56,790.98,30.61666667,Kharif,Poaceae
8786,rice,80,40,40,5.58,411.52,34.73,Kharif,Poaceae
33315,wheat,60,30,30,6.7,15.34,27.276,Rabi,Poaceae
6578,rice,80,40,40,5.66,664.94,22.03333333,Kharif,Poaceae
76571,moong,20,40,20,5.68,770.44,28.68,Zaid,Fabaceae
70059,wheat,60,30,30,6.11,75.32,22.676,Rabi,Poaceae
22278,potato,180,60,90,4.92,1426.3,26.73636364,Rabi,Solanaceae
94952,wheat,60,30,30,7.0,122.42,18.58,Rabi,Poaceae
58233,horsegram,20,60,20,5.88,664.94,22.03333333,Kharif,Fabaceae
55179,barley,70,40,45,5.58,75.32,22.676,Rabi,Poaceae
42432,rice,80,40,40,5.64,122.42,18.58,Kharif,Poaceae
79899,rice,80,40,40,5.62,168.257,28.22333333,Kharif,Poaceae
64498,coriander,10,20,20,6.52,1299.26,26.51818182,Rabi,Apiaceae
8269,rice,80,40,40,5.4,207.55,26.43333333,Kharif,Poaceae
91376,rice,80,40,40,5.34,579.75,34.01,Kharif,Poaceae
93519,wheat,60,30,30,6.12,127.68,20.8,Rabi,Poaceae
70659,jowar,80,40,40,5.52,288.3,25.46,Kharif,Poaceae
66415,onion,120,60,65,6.08,1111.68,28.64818182,Rabi,Amaryllidaceae
55603,maize,80,40,20,5.58,579.75,34.01,Kharif,Poaceae
4643,rice,80,40,40,5.32,152.54,22.28,Kharif,Poaceae
63406,coriander,10,20,20,6.5,1037.32,28.08181818,Rabi,Apiaceae
92563,moong,20,40,20,5.62,152.54,22.28,Zaid,Fabaceae
97182,maize,80,40,20,5.66,1145.22,28.5,Kharif,Poaceae
42620,onion,120,60,65,6.1,1603.2375,22.89090909,Rabi,Amaryllidaceae
26908,moong,20,40,20,5.44,516.68,27.86666667,Zaid,Fabaceae
54496,ragi,50,40,20,5.66,297.66,29.56666667,Kharif,Poaceae
93410,rice,80,40,40,5.4,1543.76,27.33333333,Kharif,Poaceae
22328,onion,120,60,65,5.96,1426.3,26.73636364,Rabi,Amaryllidaceae
16414,onion,120,60,65,6.02,884.5,27.65454545,Rabi,Amaryllidaceae
75712,barley,70,40,45,5.6,19.38,22.766,Rabi,Poaceae
11497,onion,120,60,65,5.96,2169.32,23.73636364,Rabi,Amaryllidaceae
91936,onion,120,60,65,5.82,75.32,22.676,Rabi,Amaryllidaceae
4492,sunflower,50,60,30,5.48,75.32,22.676,Zaid,Asteraceae
13190,potato,180,60,90,4.82,1603.2375,22.89090909,Rabi,Solanaceae
655,maize,80,40,20,5.36,98.98,34.92333333,Kharif,Poaceae
1255,moong,20,40,20,5.48,790.98,30.61666667,Zaid,Fabaceae
33789,rapeseed,50,40,20,5.1,293.36,14.7,Rabi,Brassicaceae
50680,rice,80,40,40,5.38,664.94,22.03333333,Kharif,Poaceae
37303,barley,70,40,45,5.34,19.38,22.766,Rabi,Poaceae
69121,sunflower,50,60,30,5.38,942.8,28.99454545,Zaid,Asteraceae
96894,soyabean,20,60,20,5.4,607.48,26.36666667,Kharif,Fabaceae
91167,jowar,80,40,40,5.38,98.94,25.574,Kharif,Poaceae
66129,rice,80,40,40,5.64,490.74,27.6,Kharif,Poaceae
91696,moong,20,40,20,5.58,34.81,34.66666667,Zaid,Fabaceae
77695,potato,180,60,90,4.88,1110.78,25.66666667,Rabi,Solanaceae
6270,maize,80,40,20,5.62,790.98,30.61666667,Kharif,Poaceae
37496,rice,80,40,40,5.66,510.05,33.37333333,Kharif,Poaceae
7714,maize,80,40,20,5.36,1011.49,30.43,Kharif,Poaceae
55620,rapeseed,50,40,20,4.92,75.32,22.676,Rabi,Brassicaceae
56512,rice,80,40,40,5.4,497.88,25.03333333,Kharif,Poaceae
58007,wheat,60,30,30,6.12,41.3,21.704,Rabi,Poaceae
44937,cauliflower,80,70,50,6.34,1350.025,26.01818182,Rabi,Brassicaceae
69649,potato,180,60,90,4.9,75.32,22.676,Rabi,Solanaceae
77152,potato,180,60,90,5.08,75.32,22.676,Rabi,Solanaceae
96488,garlic,50,10,60,5.34,1111.68,28.64818182,Rabi,Amaryllidaceae
6781,wheat,60,30,30,6.7,199.2125,21.3,Rabi,Poaceae
62961,maize,80,40,20,5.4,1110.78,25.66666667,Kharif,Poaceae
95447,coriander,10,20,20,6.52,1603.2375,22.89090909,Rabi,Apiaceae
60679,wheat,60,30,30,6.3,113.7,30.26666667,Rabi,Poaceae
48724,jowar,80,40,40,5.32,288.3,25.46,Kharif,Poaceae
36657,moong,20,40,20,5.4,1145.22,28.5,Zaid,Fabaceae
39878,rice,80,40,40,5.42,152.54,22.28,Kharif,Poaceae
21659,soyabean,20,60,20,5.32,423.745,22.07,Kharif,Fabaceae
14531,ragi,50,40,20,5.36,607.48,26.36666667,Kharif,Poaceae
70029,barley,70,40,45,5.6,75.32,22.676,Rabi,Poaceae
74623,soyabean,20,60,20,5.38,607.48,26.36666667,Kharif,Fabaceae
82854,moong,20,40,20,5.34,167.38,23.56,Zaid,Fabaceae
27804,maize,80,40,20,5.62,1011.49,30.43,Kharif,Poaceae
78285,rice,80,40,40,5.4,288.3,25.46,Kharif,Poaceae
30923,jowar,80,40,40,5.54,579.75,34.01,Kharif,Poaceae
25170,rice,80,40,40,5.42,497.88,25.03333333,Kharif,Poaceae
2040,jowar,80,40,40,5.64,1011.49,30.43,Kharif,Poaceae
20101,horsegram,20,60,20,5.88,199.2125,21.3,Kharif,Fabaceae
91569,wheat,60,30,30,6.11,75.32,22.676,Rabi,Poaceae
41754,sunflower,50,60,30,5.58,1151.02,28.03333333,Zaid,Asteraceae
50673,potato,180,60,90,4.86,1098.26,15.5,Rabi,Solanaceae
29321,moong,20,40,20,5.52,411.52,34.73,Zaid,Fabaceae
12642,jowar,80,40,40,5.66,331.88,35.34666667,Kharif,Poaceae
33212,sweetpotato,90,20,120,4.92,1299.26,26.51818182,Rabi,Convolvulaceae
18718,onion,120,60,65,5.96,1026.64,29.18636364,Rabi,Amaryllidaceae
48892,onion,120,60,65,6.0,288.3,25.46,Rabi,Amaryllidaceae
4195,maize,80,40,20,5.56,579.75,34.01,Kharif,Poaceae
72260,onion,120,60,65,6.12,810.26,29.95636364,Rabi,Amaryllidaceae
36541,sunflower,50,60,30,5.34,70.598,18.92,Zaid,Asteraceae
29352,rice,80,40,40,5.32,411.52,34.73,Kharif,Poaceae
57933,moong,20,40,20,5.46,790.98,30.61666667,Zaid,Fabaceae
79033,potato,180,60,90,5.02,87.2,23.106,Rabi,Solanaceae
36278,brinjal,80,15,40,6.6,1350.025,26.01818182,Zaid,Solanaceae
40360,wheat,60,30,30,6.1,241.78,1.18,Rabi,Poaceae
72166,horsegram,20,60,20,5.9,94.02,22.38,Kharif,Fabaceae
44730,jowar,80,40,40,5.58,70.11,25.6,Kharif,Poaceae
60871,rice,80,40,40,5.6,162.72,29.4,Kharif,Poaceae
52276,soyabean,20,60,20,5.48,1011.49,30.43,Kharif,Fabaceae
2447,soyabean,20,60,20,5.36,423.745,22.07,Kharif,Fabaceae
78289,sunflower,50,60,30,5.42,1037.32,28.08181818,Zaid,Asteraceae
25253,sweetpotato,90,20,120,4.82,2169.32,23.73636364,Rabi,Convolvulaceae
87264,rice,80,40,40,5.68,790.98,30.61666667,Kharif,Poaceae
75619,wheat,60,30,30,6.4,66.52,20.312,Rabi,Poaceae
39657,onion,120,60,65,5.82,131.18,23.13333333,Rabi,Amaryllidaceae
68570,garlic,50,10,60,5.58,884.5,27.65454545,Rabi,Amaryllidaceae
65208,potato,180,60,90,4.96,1098.26,15.5,Rabi,Solanaceae
71659,rapeseed,50,40,20,5.02,87.2,23.106,Rabi,Brassicaceae
30952,wheat,60,30,30,6.6,75.32,22.676,Rabi,Poaceae
9526,rapeseed,50,40,20,4.88,884.5,27.65454545,Rabi,Brassicaceae
40945,rice,80,40,40,5.4,87.2,23.106,Kharif,Poaceae
16808,soyabean,20,60,20,5.48,579.75,34.01,Kharif,Fabaceae
92269,sunflower,50,60,30,5.46,34.81,34.66666667,Zaid,Asteraceae
6000,potato,180,60,90,5.04,1026.64,29.18636364,Rabi,Solanaceae
63855,rapeseed,50,40,20,5.04,127.68,20.8,Rabi,Brassicaceae
7677,maize,80,40,20,5.34,1011.49,30.43,Kharif,Poaceae
54868,sunflower,50,60,30,5.58,34.81,34.66666667,Zaid,Asteraceae
71798,rice,80,40,40,5.44,87.2,23.106,Kharif,Poaceae
92543,rice,80,40,40,5.56,1166.94,28.33333333,Kharif,Poaceae
87564,wheat,60,30,30,6.11,199.2125,21.3,Rabi,Poaceae
85518,rice,80,40,40,5.68,182.5,29.2,Kharif,Poaceae
25352,moong,20,40,20,5.68,127.68,20.8,Zaid,Fabaceae
93072,wheat,60,30,30,6.11,241.78,1.18,Rabi,Poaceae
41266,jowar,80,40,40,5.4,840.46,33.58333333,Kharif,Poaceae
41960,rice,80,40,40,5.34,3.94,33.76333333,Kharif,Poaceae
65927,maize,80,40,20,5.62,1246.715,22.6,Kharif,Poaceae
19010,barley,70,40,45,5.42,87.2,23.106,Rabi,Poaceae
64715,horsegram,20,60,20,6.12,1151.02,28.03333333,Kharif,Fabaceae
38777,potato,180,60,90,5.02,689.88,29.03727273,Rabi,Solanaceae
8213,potato,180,60,90,4.94,1050.245,18.77818182,Rabi,Solanaceae
19200,maize,80,40,20,5.68,1151.02,28.03333333,Kharif,Poaceae
37086,maize,80,40,20,5.68,510.05,33.37333333,Kharif,Poaceae
62747,rice,80,40,40,5.48,579.75,34.01,Kharif,Poaceae
2540,ragi,50,40,20,5.5,167.38,23.56,Kharif,Poaceae
73712,onion,120,60,65,5.94,157.31,25.83333333,Rabi,Amaryllidaceae
36330,potato,180,60,90,4.9,1350.025,26.01818182,Rabi,Solanaceae
82064,coriander,10,20,20,6.68,1111.68,28.64818182,Rabi,Apiaceae
53519,moong,20,40,20,5.54,113.7,30.26666667,Zaid,Fabaceae
47509,onion,120,60,65,6.02,34.81,34.66666667,Rabi,Amaryllidaceae
64504,jowar,80,40,40,5.58,1151.02,28.03333333,Kharif,Poaceae
83681,rice,80,40,40,5.58,297.66,29.56666667,Kharif,Poaceae
58731,onion,120,60,65,6.04,1246.715,22.6,Rabi,Amaryllidaceae
3891,wheat,60,30,30,6.6,75.32,22.676,Rabi,Poaceae
69030,jowar,80,40,40,5.64,98.94,25.574,Kharif,Poaceae
85357,maize,80,40,20,5.5,182.5,29.2,Kharif,Poaceae
34382,jowar,80,40,40,5.42,199.2125,21.3,Kharif,Poaceae
74705,rice,80,40,40,5.48,607.48,26.36666667,Kharif,Poaceae
61214,maize,80,40,20,5.4,510.05,33.37333333,Kharif,Poaceae
50744,maize,80,40,20,5.46,976.06,25.66666667,Kharif,Poaceae
2298,moong,20,40,20,5.34,607.48,26.36666667,Zaid,Fabaceae
68254,maize,80,40,20,5.38,510.05,33.37333333,Kharif,Poaceae
73359,onion,120,60,65,5.82,157.31,25.83333333,Rabi,Amaryllidaceae
43747,maize,80,40,20,5.66,1011.49,30.43,Kharif,Poaceae
15978,sweetpotato,90,20,120,4.82,556.2,28.54545455,Rabi,Convolvulaceae
67245,jowar,80,40,40,5.36,607.48,26.36666667,Kharif,Poaceae
52993,potato,180,60,90,5.04,167.38,23.56,Rabi,Solanaceae
18483,rice,80,40,40,5.52,840.46,33.58333333,Kharif,Poaceae
96005,garlic,50,10,60,5.58,1111.68,28.64818182,Rabi,Amaryllidaceae
71488,wheat,60,30,30,6.3,87.2,23.106,Rabi,Poaceae
49432,coriander,10,20,20,6.5,1026.64,29.18636364,Rabi,Apiaceae
43449,brinjal,80,15,40,6.4,2817.86,27.90909091,Zaid,Solanaceae
32445,wheat,60,30,30,6.1,87.2,23.106,Rabi,Poaceae
98354,horsegram,20,60,20,5.92,770.44,28.68,Kharif,Fabaceae
42713,rice,80,40,40,5.32,199.2125,21.3,Kharif,Poaceae
82467,rice,80,40,40,5.66,235.4251,26.64666667,Kharif,Poaceae
90151,rice,80,40,40,5.52,411.52,34.73,Kharif,Poaceae
29983,jowar,80,40,40,5.36,297.66,29.56666667,Kharif,Poaceae
42391,rice,80,40,40,5.38,976.06,25.66666667,Kharif,Poaceae
31744,cabbage,100,65,70,6.56,1037.32,28.08181818,Rabi,Brassicaceae
14984,wheat,60,30,30,6.11,167.38,23.56,Rabi,Poaceae
29776,maize,80,40,20,5.62,510.05,33.37333333,Kharif,Poaceae
95144,horsegram,20,60,20,6.1,199.2125,21.3,Kharif,Fabaceae
72639,horsegram,20,60,20,5.84,664.94,22.03333333,Kharif,Fabaceae
80347,barley,70,40,45,5.64,240.1,10.38,Rabi,Poaceae
79341,rice,80,40,40,5.56,87.2,23.106,Kharif,Poaceae
84836,coriander,10,20,20,6.58,75.32,22.676,Rabi,Apiaceae
12548,rice,80,40,40,5.62,331.88,35.34666667,Kharif,Poaceae
15022,rapeseed,50,40,20,5.18,167.38,23.56,Rabi,Brassicaceae
1176,garlic,50,10,60,5.44,1026.64,29.18636364,Rabi,Amaryllidaceae
41905,jowar,80,40,40,5.36,790.98,30.61666667,Kharif,Poaceae
89598,wheat,60,30,30,6.8,70.598,18.92,Rabi,Poaceae
49403,sunflower,50,60,30,5.32,840.46,33.58333333,Zaid,Asteraceae
32704,potato,180,60,90,5.1,1026.64,29.18636364,Rabi,Solanaceae
69870,rice,80,40,40,5.62,579.75,34.01,Kharif,Poaceae
97206,wheat,60,30,30,7.0,113.7,30.26666667,Rabi,Poaceae
60960,moong,20,40,20,5.46,510.05,33.37333333,Zaid,Fabaceae
39938,wheat,60,30,30,6.12,152.54,22.28,Rabi,Poaceae
63812,onion,120,60,65,5.82,2169.32,23.73636364,Rabi,Amaryllidaceae
41231,horsegram,20,60,20,6.18,840.46,33.58333333,Kharif,Fabaceae
15519,barley,70,40,45,5.5,66.52,20.312,Rabi,Poaceae
95776,maize,80,40,20,5.5,157.31,25.83333333,Kharif,Poaceae
57510,potato,180,60,90,4.92,1299.26,26.51818182,Rabi,Solanaceae
68488,rice,80,40,40,5.32,1875.6,20.1,Kharif,Poaceae
33956,horsegram,20,60,20,5.96,199.2125,21.3,Kharif,Fabaceae
61591,ragi,50,40,20,5.5,297.66,29.56666667,Kharif,Poaceae
69182,maize,80,40,20,5.62,579.75,34.01,Kharif,Poaceae
32604,sunflower,50,60,30,5.6,840.46,33.58333333,Zaid,Asteraceae
42050,maize,80,40,20,5.58,331.88,35.34666667,Kharif,Poaceae
842,rice,80,40,40,5.66,98.98,34.92333333,Kharif,Poaceae
34737,garlic,50,10,60,5.64,2817.86,27.90909091,Rabi,Amaryllidaceae
27859,jowar,80,40,40,5.48,1011.49,30.43,Kharif,Poaceae
58297,barley,70,40,45,5.44,516.68,27.86666667,Rabi,Poaceae
47217,rice,80,40,40,5.68,770.44,28.68,Kharif,Poaceae
77448,barley,70,40,45,5.62,75.32,22.676,Rabi,Poaceae
41841,rapeseed,50,40,20,5.0,15.34,27.276,Rabi,Brassicaceae
29981,sunflower,50,60,30,5.38,297.66,29.56666667,Zaid,Asteraceae
57688,horsegram,20,60,20,5.98,1151.02,28.03333333,Kharif,Fabaceae
62469,wheat,60,30,30,6.3,75.32,22.676,Rabi,Poaceae
20585,rice,80,40,40,5.64,157.31,25.83333333,Kharif,Poaceae
68351,barley,70,40,45,5.46,19.38,22.766,Rabi,Poaceae
79192,moong,20,40,20,5.5,840.46,33.58333333,Zaid,Fabaceae
83273,garlic,50,10,60,5.38,556.2,28.54545455,Rabi,Amaryllidaceae
84316,rice,80,40,40,5.32,579.75,34.01,Kharif,Poaceae
68521,ragi,50,40,20,5.38,884.5,27.65454545,Kharif,Poaceae
13069,rice,80,40,40,5.4,199.2125,21.3,Kharif,Poaceae
3016,barley,70,40,45,5.46,19.38,22.766,Rabi,Poaceae
66589,horsegram,20,60,20,5.94,1011.49,30.43,Kharif,Fabaceae
76506,coriander,10,20,20,6.42,884.5,27.65454545,Rabi,Apiaceae
64452,maize,80,40,20,5.6,840.46,33.58333333,Kharif,Poaceae
23530,potato,180,60,90,4.94,689.88,29.03727273,Rabi,Solanaceae
65393,onion,120,60,65,5.96,122.42,18.58,Rabi,Amaryllidaceae
97156,rapeseed,50,40,20,5.16,70.598,18.92,Rabi,Brassicaceae
61121,onion,120,60,65,5.92,556.2,28.54545455,Rabi,Amaryllidaceae
70797,sweetpotato,90,20,120,5.02,2169.32,23.73636364,Rabi,Convolvulaceae
18294,rice,80,40,40,5.34,1543.76,27.33333333,Kharif,Poaceae
32320,moong,20,40,20,5.4,840.46,33.58333333,Zaid,Fabaceae
86609,maize,80,40,20,5.46,840.46,33.58333333,Kharif,Poaceae
14556,maize,80,40,20,5.52,70.11,25.6,Kharif,Poaceae
94438,moong,20,40,20,5.42,3.94,33.76333333,Zaid,Fabaceae
22775,rice,80,40,40,5.38,510.05,33.37333333,Kharif,Poaceae
79713,garlic,50,10,60,5.6,1299.26,26.51818182,Rabi,Amaryllidaceae
71080,rice,80,40,40,5.44,1543.76,27.33333333,Kharif,Poaceae
69735,onion,120,60,65,5.94,34.81,34.66666667,Rabi,Amaryllidaceae
73992,wheat,60,30,30,7.0,73.47,23.562,Rabi,Poaceae
43041,sunflower,50,60,30,5.6,157.31,25.83333333,Zaid,Asteraceae
24114,jowar,80,40,40,5.34,579.75,34.01,Kharif,Poaceae
73301,onion,120,60,65,6.12,1246.715,22.6,Rabi,Amaryllidaceae
80101,rice,80,40,40,5.66,790.98,30.61666667,Kharif,Poaceae
53618,moong,20,40,20,5.38,10.265748,25.76,Zaid,Fabaceae
13557,jowar,80,40,40,5.56,1997.12,27.0,Kharif,Poaceae
49672,rice,80,40,40,5.34,98.98,34.92333333,Kharif,Poaceae
84519,wheat,60,30,30,6.11,75.32,22.676,Rabi,Poaceae
82057,jowar,80,40,40,5.64,1011.49,30.43,Kharif,Poaceae
81503,jowar,80,40,40,5.34,1011.49,30.43,Kharif,Poaceae
45322,rice,80,40,40,5.46,207.55,26.43333333,Kharif,Poaceae
89617,rice,80,40,40,5.6,207.55,26.43333333,Kharif,Poaceae
89624,maize,80,40,20,5.68,207.55,26.43333333,Kharif,Poaceae
1738,rice,80,40,40,5.68,157.31,25.83333333,Kharif,Poaceae
17370,rice,80,40,40,5.46,579.75,34.01,Kharif,Poaceae
21445,maize,80,40,20,5.38,607.48,26.36666667,Kharif,Poaceae
97460,moong,20,40,20,5.34,113.7,30.26666667,Zaid,Fabaceae
48551,rice,80,40,40,5.62,182.5,29.2,Kharif,Poaceae
74511,wheat,60,30,30,6.4,73.47,23.562,Rabi,Poaceae
24465,jowar,80,40,40,5.58,1166.94,28.33333333,Kharif,Poaceae
32429,coriander,10,20,20,6.46,1026.64,29.18636364,Rabi,Apiaceae
12956,jowar,80,40,40,5.54,1246.715,22.6,Kharif,Poaceae
39329,rice,80,40,40,5.68,579.75,34.01,Kharif,Poaceae
73566,rice,80,40,40,5.56,157.31,25.83333333,Kharif,Poaceae
12250,rice,80,40,40,5.62,98.98,34.92333333,Kharif,Poaceae
3821,maize,80,40,20,5.52,579.75,34.01,Kharif,Poaceae
22021,rice,80,40,40,5.56,1145.22,28.5,Kharif,Poaceae
8619,rice,80,40,40,5.66,1145.22,28.5,Kharif,Poaceae
31243,horsegram,20,60,20,5.92,152.54,22.28,Kharif,Fabaceae
85044,onion,120,60,65,5.9,75.32,22.676,Rabi,Amaryllidaceae
52316,rice,80,40,40,5.4,1011.49,30.43,Kharif,Poaceae
37913,rapeseed,50,40,20,4.86,446.14,25.44,Rabi,Brassicaceae
11645,rapeseed,50,40,20,5.0,127.68,20.8,Rabi,Brassicaceae
33407,moong,20,40,20,5.54,790.98,30.61666667,Zaid,Fabaceae
72664,wheat,60,30,30,6.8,240.1,10.38,Rabi,Poaceae
88945,jowar,80,40,40,5.36,1011.49,30.43,Kharif,Poaceae
68076,maize,80,40,20,5.54,411.52,34.73,Kharif,Poaceae
68141,coriander,10,20,20,6.6,556.2,28.54545455,Rabi,Apiaceae
14131,soyabean,20,60,20,5.6,1011.49,30.43,Kharif,Fabaceae
74366,barley,70,40,45,5.34,73.47,23.562,Rabi,Poaceae
30536,moong,20,40,20,5.6,579.75,34.01,Zaid,Fabaceae
25271,rice,80,40,40,5.48,127.68,20.8,Kharif,Poaceae
30529,barley,70,40,45,5.64,75.32,22.676,Rabi,Poaceae
46377,cucumber,60,60,85,6.4,884.5,27.65454545,Zaid,Cucurbitaceae
15000,moong,20,40,20,5.58,167.38,23.56,Zaid,Fabaceae
84163,rice,80,40,40,5.54,1220.22,27.26666667,Kharif,Poaceae
74549,barley,70,40,45,5.48,73.47,23.562,Rabi,Poaceae
76657,moong,20,40,20,5.4,145.76,21.66,Zaid,Fabaceae
29338,wheat,60,30,30,6.1,66.52,20.312,Rabi,Poaceae
40380,maize,80,40,20,5.42,1712.66,11.2,Kharif,Poaceae
63871,rapeseed,50,40,20,5.14,127.68,20.8,Rabi,Brassicaceae
53870,onion,120,60,65,6.18,556.2,28.54545455,Rabi,Amaryllidaceae
64883,rapeseed,50,40,20,4.88,15.34,27.276,Rabi,Brassicaceae
102,rice,80,40,40,5.46,288.3,25.46,Kharif,Poaceae
3337,onion,120,60,65,5.94,884.5,27.65454545,Rabi,Amaryllidaceae
2513,rice,80,40,40,5.54,207.55,26.43333333,Kharif,Poaceae
97340,horsegram,20,60,20,6.08,167.38,23.56,Kharif,Fabaceae
88570,rice,80,40,40,5.66,1111.68,28.64818182,Kharif,Poaceae
30188,wheat,60,30,30,6.8,145.76,21.66,Rabi,Poaceae
29058,moong,20,40,20,5.34,1145.22,28.5,Zaid,Fabaceae
74869,maize,80,40,20,5.5,607.48,26.36666667,Kharif,Poaceae
17537,moong,20,40,20,5.36,152.54,22.28,Zaid,Fabaceae
76138,rapeseed,50,40,20,5.0,884.5,27.65454545,Rabi,Brassicaceae
43500,rice,80,40,40,5.56,1011.49,30.43,Kharif,Poaceae
96390,maize,80,40,20,5.64,1011.49,30.43,Kharif,Poaceae
50323,rice,80,40,40,5.46,3.94,33.76333333,Kharif,Poaceae
98544,sunflower,50,60,30,5.38,34.81,34.66666667,Zaid,Asteraceae
49561,wheat,60,30,30,6.12,87.2,23.106,Rabi,Poaceae
19660,maize,80,40,20,5.32,331.88,35.34666667,Kharif,Poaceae
23224,coriander,10,20,20,6.6,884.5,27.65454545,Rabi,Apiaceae
15888,wheat,60,30,30,6.4,19.38,22.766,Rabi,Poaceae
86618,wheat,60,30,30,6.12,87.2,23.106,Rabi,Poaceae
30520,rapeseed,50,40,20,4.98,75.32,22.676,Rabi,Brassicaceae
38054,rice,80,40,40,5.56,297.66,29.56666667,Kharif,Poaceae
4684,rice,80,40,40,5.34,182.5,29.2,Kharif,Poaceae
56656,sweetpotato,90,20,120,5.1,2169.32,23.73636364,Rabi,Convolvulaceae
50815,potato,180,60,90,4.86,122.42,18.58,Rabi,Solanaceae
71234,barley,70,40,45,5.38,87.2,23.106,Rabi,Poaceae
32183,potato,180,60,90,4.96,2169.32,23.73636364,Rabi,Solanaceae
86642,maize,80,40,20,5.46,840.46,33.58333333,Kharif,Poaceae
70020,potato,180,60,90,4.86,75.32,22.676,Rabi,Solanaceae
46460,moong,20,40,20,5.32,297.66,29.56666667,Zaid,Fabaceae
36056,sunflower,50,60,30,5.36,607.48,26.36666667,Zaid,Asteraceae
63921,rice,80,40,40,5.68,497.88,25.03333333,Kharif,Poaceae
2946,barley,70,40,45,5.64,19.38,22.766,Rabi,Poaceae
22153,coriander,10,20,20,6.46,1426.3,26.73636364,Rabi,Apiaceae
31483,onion,120,60,65,6.16,288.3,25.46,Rabi,Amaryllidaceae
86482,maize,80,40,20,5.64,87.2,23.106,Kharif,Poaceae
68815,onion,120,60,65,6.06,884.5,27.65454545,Rabi,Amaryllidaceae
55590,maize,80,40,20,5.5,579.75,34.01,Kharif,Poaceae
31891,potato,180,60,90,5.04,2169.32,23.73636364,Rabi,Solanaceae
40121,maize,80,40,20,5.68,288.3,25.46,Kharif,Poaceae
74618,jowar,80,40,40,5.4,607.48,26.36666667,Kharif,Poaceae
98192,ragi,50,40,20,5.58,297.66,29.56666667,Kharif,Poaceae
46236,wheat,60,30,30,6.9,19.38,22.766,Rabi,Poaceae
74846,jowar,80,40,40,5.58,607.48,26.36666667,Kharif,Poaceae
9494,sunflower,50,60,30,5.46,297.66,29.56666667,Zaid,Asteraceae
13125,maize,80,40,20,5.54,1246.715,22.6,Kharif,Poaceae
91096,garlic,50,10,60,5.4,942.8,28.99454545,Rabi,Amaryllidaceae
4472,potato,180,60,90,5.08,689.88,29.03727273,Rabi,Solanaceae
4361,barley,70,40,45,5.58,75.32,22.676,Rabi,Poaceae
30797,rapeseed,50,40,20,5.1,75.32,22.676,Rabi,Brassicaceae
97544,horsegram,20,60,20,6.16,167.38,23.56,Kharif,Fabaceae
2764,potato,180,60,90,4.86,1426.3,26.73636364,Rabi,Solanaceae
20933,jowar,80,40,40,5.48,1011.49,30.43,Kharif,Poaceae
74923,jowar,80,40,40,5.58,607.48,26.36666667,Kharif,Poaceae
30454,potato,180,60,90,4.82,689.88,29.03727273,Rabi,Solanaceae
67497,potato,180,60,90,4.88,235.4251,26.64666667,Rabi,Solanaceae
31794,moong,20,40,20,5.44,288.3,25.46,Zaid,Fabaceae
23739,maize,80,40,20,5.42,579.75,34.01,Kharif,Poaceae
73227,moong,20,40,20,5.48,199.2125,21.3,Zaid,Fabaceae
68231,onion,120,60,65,5.86,556.2,28.54545455,Rabi,Amaryllidaceae
33456,jowar,80,40,40,5.52,331.88,35.34666667,Kharif,Poaceae
81124,rice,80,40,40,5.62,157.31,25.83333333,Kharif,Poaceae
68294,wheat,60,30,30,6.5,19.38,22.766,Rabi,Poaceae
47245,sunflower,50,60,30,5.56,770.44,28.68,Zaid,Asteraceae
42654,rice,80,40,40,5.34,1246.715,22.6,Kharif,Poaceae
84485,potato,180,60,90,4.92,75.32,22.676,Rabi,Solanaceae
5562,rice,80,40,40,5.44,87.2,23.106,Kharif,Poaceae
43837,garlic,50,10,60,5.56,1111.68,28.64818182,Rabi,Amaryllidaceae
91520,onion,120,60,65,6.02,75.32,22.676,Rabi,Amaryllidaceae
86565,maize,80,40,20,5.6,840.46,33.58333333,Kharif,Poaceae
69961,barley,70,40,45,5.54,75.32,22.676,Rabi,Poaceae
96594,garlic,50,10,60,5.52,1111.68,28.64818182,Rabi,Amaryllidaceae
96344,onion,120,60,65,5.88,1111.68,28.64818182,Rabi,Amaryllidaceae
37971,onion,120,60,65,6.16,884.5,27.65454545,Rabi,Amaryllidaceae
81674,rice,80,40,40,5.42,1011.49,30.43,Kharif,Poaceae
8542,ragi,50,40,20,5.54,113.7,30.26666667,Kharif,Poaceae
